GRID_ID,POLYGON,UPPER_LEFT_LATITUDE,UPPER_LEFT_LONGITUDE,UPPER_RIGHT_LATITUDE,UPPER_RIGHT_LONGITUDE,LOWER_RIGHT_LATITUDE,LOWER_RIGHT_LONGITUDE,LOWER_LEFT_LATITUDE,LOWER_LEFT_LONGITUDE
GR2_G1D22,"131.75 40,132 40,132 39.75,131.75 39.75,131.75 40",40.0,131.75,40.0,132.0,39.75,132.0,39.75,131.75
GR2_G2A11,"132 40,132.25 40,132.25 39.75,132 39.75,132 40",40.0,132.0,40.0,132.25,39.75,132.25,39.75,132.0
GR2_G2A12,"132.25 40,132.5 40,132.5 39.75,132.25 39.75,132.25 40",40.0,132.25,40.0,132.5,39.75,132.5,39.75,132.25
GR2_G2A21,"132.5 40,132.75 40,132.75 39.75,132.5 39.75,132.5 40",40.0,132.5,40.0,132.75,39.75,132.75,39.75,132.5
GR2_G2A22,"132.75 40,133 40,133 39.75,132.75 39.75,132.75 40",40.0,132.75,40.0,133.0,39.75,133.0,39.75,132.75
GR2_G2B11,"133 40,133.25 40,133.25 39.75,133 39.75,133 40",40.0,133.0,40.0,133.25,39.75,133.25,39.75,133.0
GR2_G2B12,"133.25 40,133.5 40,133.5 39.75,133.25 39.75,133.25 40",40.0,133.25,40.0,133.5,39.75,133.5,39.75,133.25
GR2_G2B21,"133.5 40,133.75 40,133.75 39.75,133.5 39.75,133.5 40",40.0,133.5,40.0,133.75,39.75,133.75,39.75,133.5
GR2_G2B22,"133.75 40,134 40,134 39.75,133.75 39.75,133.75 40",40.0,133.75,40.0,134.0,39.75,134.0,39.75,133.75
GR2_G2C11,"134 40,134.25 40,134.25 39.75,134 39.75,134 40",40.0,134.0,40.0,134.25,39.75,134.25,39.75,134.0
GR2_G2C12,"134.25 40,134.5 40,134.5 39.75,134.25 39.75,134.25 40",40.0,134.25,40.0,134.5,39.75,134.5,39.75,134.25
GR2_G2C21,"134.5 40,134.75 40,134.75 39.75,134.5 39.75,134.5 40",40.0,134.5,40.0,134.75,39.75,134.75,39.75,134.5
GR2_G2C22,"134.75 40,135 40,135 39.75,134.75 39.75,134.75 40",40.0,134.75,40.0,135.0,39.75,135.0,39.75,134.75
GR2_G2D11,"135 40,135.25 40,135.25 39.75,135 39.75,135 40",40.0,135.0,40.0,135.25,39.75,135.25,39.75,135.0
GR2_G2D12,"135.25 40,135.5 40,135.5 39.75,135.25 39.75,135.25 40",40.0,135.25,40.0,135.5,39.75,135.5,39.75,135.25
GR2_G2D21,"135.5 40,135.75 40,135.75 39.75,135.5 39.75,135.5 40",40.0,135.5,40.0,135.75,39.75,135.75,39.75,135.5
GR2_G2D22,"135.75 40,136 40,136 39.75,135.75 39.75,135.75 40",40.0,135.75,40.0,136.0,39.75,136.0,39.75,135.75
GR2_F1A13,"120 39.75,120.25 39.75,120.25 39.5,120 39.5,120 39.75",39.75,120.0,39.75,120.25,39.5,120.25,39.5,120.0
GR2_F1A14,"120.25 39.75,120.5 39.75,120.5 39.5,120.25 39.5,120.25 39.75",39.75,120.25,39.75,120.5,39.5,120.5,39.5,120.25
GR2_F1A23,"120.5 39.75,120.75 39.75,120.75 39.5,120.5 39.5,120.5 39.75",39.75,120.5,39.75,120.75,39.5,120.75,39.5,120.5
GR2_F1A24,"120.75 39.75,121 39.75,121 39.5,120.75 39.5,120.75 39.75",39.75,120.75,39.75,121.0,39.5,121.0,39.5,120.75
GR2_F1B13,"121 39.75,121.25 39.75,121.25 39.5,121 39.5,121 39.75",39.75,121.0,39.75,121.25,39.5,121.25,39.5,121.0
GR2_F1B14,"121.25 39.75,121.5 39.75,121.5 39.5,121.25 39.5,121.25 39.75",39.75,121.25,39.75,121.5,39.5,121.5,39.5,121.25
GR2_F1B23,"121.5 39.75,121.75 39.75,121.75 39.5,121.5 39.5,121.5 39.75",39.75,121.5,39.75,121.75,39.5,121.75,39.5,121.5
GR2_F1B24,"121.75 39.75,122 39.75,122 39.5,121.75 39.5,121.75 39.75",39.75,121.75,39.75,122.0,39.5,122.0,39.5,121.75
GR2_F1C13,"122 39.75,122.25 39.75,122.25 39.5,122 39.5,122 39.75",39.75,122.0,39.75,122.25,39.5,122.25,39.5,122.0
GR2_F1C14,"122.25 39.75,122.5 39.75,122.5 39.5,122.25 39.5,122.25 39.75",39.75,122.25,39.75,122.5,39.5,122.5,39.5,122.25
GR2_F1C23,"122.5 39.75,122.75 39.75,122.75 39.5,122.5 39.5,122.5 39.75",39.75,122.5,39.75,122.75,39.5,122.75,39.5,122.5
GR2_F1C24,"122.75 39.75,123 39.75,123 39.5,122.75 39.5,122.75 39.75",39.75,122.75,39.75,123.0,39.5,123.0,39.5,122.75
GR2_F1D13,"123 39.75,123.25 39.75,123.25 39.5,123 39.5,123 39.75",39.75,123.0,39.75,123.25,39.5,123.25,39.5,123.0
GR2_F1D14,"123.25 39.75,123.5 39.75,123.5 39.5,123.25 39.5,123.25 39.75",39.75,123.25,39.75,123.5,39.5,123.5,39.5,123.25
GR2_F1D23,"123.5 39.75,123.75 39.75,123.75 39.5,123.5 39.5,123.5 39.75",39.75,123.5,39.75,123.75,39.5,123.75,39.5,123.5
GR2_F1D24,"123.75 39.75,124 39.75,124 39.5,123.75 39.5,123.75 39.75",39.75,123.75,39.75,124.0,39.5,124.0,39.5,123.75
GR2_F2A13,"124 39.75,124.25 39.75,124.25 39.5,124 39.5,124 39.75",39.75,124.0,39.75,124.25,39.5,124.25,39.5,124.0
GR2_F2A14,"124.25 39.75,124.5 39.75,124.5 39.5,124.25 39.5,124.25 39.75",39.75,124.25,39.75,124.5,39.5,124.5,39.5,124.25
GR2_F2A23,"124.5 39.75,124.75 39.75,124.75 39.5,124.5 39.5,124.5 39.75",39.75,124.5,39.75,124.75,39.5,124.75,39.5,124.5
GR2_F2A24,"124.75 39.75,125 39.75,125 39.5,124.75 39.5,124.75 39.75",39.75,124.75,39.75,125.0,39.5,125.0,39.5,124.75
GR2_F2B13,"125 39.75,125.25 39.75,125.25 39.5,125 39.5,125 39.75",39.75,125.0,39.75,125.25,39.5,125.25,39.5,125.0
GR2_F2B14,"125.25 39.75,125.5 39.75,125.5 39.5,125.25 39.5,125.25 39.75",39.75,125.25,39.75,125.5,39.5,125.5,39.5,125.25
GR2_F2B23,"125.5 39.75,125.75 39.75,125.75 39.5,125.5 39.5,125.5 39.75",39.75,125.5,39.75,125.75,39.5,125.75,39.5,125.5
GR2_F2B24,"125.75 39.75,126 39.75,126 39.5,125.75 39.5,125.75 39.75",39.75,125.75,39.75,126.0,39.5,126.0,39.5,125.75
GR2_F2C13,"126 39.75,126.25 39.75,126.25 39.5,126 39.5,126 39.75",39.75,126.0,39.75,126.25,39.5,126.25,39.5,126.0
GR2_F2C14,"126.25 39.75,126.5 39.75,126.5 39.5,126.25 39.5,126.25 39.75",39.75,126.25,39.75,126.5,39.5,126.5,39.5,126.25
GR2_F2C23,"126.5 39.75,126.75 39.75,126.75 39.5,126.5 39.5,126.5 39.75",39.75,126.5,39.75,126.75,39.5,126.75,39.5,126.5
GR2_F2C24,"126.75 39.75,127 39.75,127 39.5,126.75 39.5,126.75 39.75",39.75,126.75,39.75,127.0,39.5,127.0,39.5,126.75
GR2_F2D13,"127 39.75,127.25 39.75,127.25 39.5,127 39.5,127 39.75",39.75,127.0,39.75,127.25,39.5,127.25,39.5,127.0
GR2_F2D14,"127.25 39.75,127.5 39.75,127.5 39.5,127.25 39.5,127.25 39.75",39.75,127.25,39.75,127.5,39.5,127.5,39.5,127.25
GR2_F2D23,"127.5 39.75,127.75 39.75,127.75 39.5,127.5 39.5,127.5 39.75",39.75,127.5,39.75,127.75,39.5,127.75,39.5,127.5
GR2_F2D24,"127.75 39.75,128 39.75,128 39.5,127.75 39.5,127.75 39.75",39.75,127.75,39.75,128.0,39.5,128.0,39.5,127.75
GR2_G1A13,"128 39.75,128.25 39.75,128.25 39.5,128 39.5,128 39.75",39.75,128.0,39.75,128.25,39.5,128.25,39.5,128.0
GR2_G1A14,"128.25 39.75,128.5 39.75,128.5 39.5,128.25 39.5,128.25 39.75",39.75,128.25,39.75,128.5,39.5,128.5,39.5,128.25
GR2_G1A23,"128.5 39.75,128.75 39.75,128.75 39.5,128.5 39.5,128.5 39.75",39.75,128.5,39.75,128.75,39.5,128.75,39.5,128.5
GR2_G1A24,"128.75 39.75,129 39.75,129 39.5,128.75 39.5,128.75 39.75",39.75,128.75,39.75,129.0,39.5,129.0,39.5,128.75
GR2_G1B13,"129 39.75,129.25 39.75,129.25 39.5,129 39.5,129 39.75",39.75,129.0,39.75,129.25,39.5,129.25,39.5,129.0
GR2_G1B14,"129.25 39.75,129.5 39.75,129.5 39.5,129.25 39.5,129.25 39.75",39.75,129.25,39.75,129.5,39.5,129.5,39.5,129.25
GR2_G1B23,"129.5 39.75,129.75 39.75,129.75 39.5,129.5 39.5,129.5 39.75",39.75,129.5,39.75,129.75,39.5,129.75,39.5,129.5
GR2_G1B24,"129.75 39.75,130 39.75,130 39.5,129.75 39.5,129.75 39.75",39.75,129.75,39.75,130.0,39.5,130.0,39.5,129.75
GR2_G1C13,"130 39.75,130.25 39.75,130.25 39.5,130 39.5,130 39.75",39.75,130.0,39.75,130.25,39.5,130.25,39.5,130.0
GR2_G1C14,"130.25 39.75,130.5 39.75,130.5 39.5,130.25 39.5,130.25 39.75",39.75,130.25,39.75,130.5,39.5,130.5,39.5,130.25
GR2_G1C23,"130.5 39.75,130.75 39.75,130.75 39.5,130.5 39.5,130.5 39.75",39.75,130.5,39.75,130.75,39.5,130.75,39.5,130.5
GR2_G1C24,"130.75 39.75,131 39.75,131 39.5,130.75 39.5,130.75 39.75",39.75,130.75,39.75,131.0,39.5,131.0,39.5,130.75
GR2_G1D13,"131 39.75,131.25 39.75,131.25 39.5,131 39.5,131 39.75",39.75,131.0,39.75,131.25,39.5,131.25,39.5,131.0
GR2_G1D14,"131.25 39.75,131.5 39.75,131.5 39.5,131.25 39.5,131.25 39.75",39.75,131.25,39.75,131.5,39.5,131.5,39.5,131.25
GR2_G1D23,"131.5 39.75,131.75 39.75,131.75 39.5,131.5 39.5,131.5 39.75",39.75,131.5,39.75,131.75,39.5,131.75,39.5,131.5
GR2_G1D24,"131.75 39.75,132 39.75,132 39.5,131.75 39.5,131.75 39.75",39.75,131.75,39.75,132.0,39.5,132.0,39.5,131.75
GR2_G2A13,"132 39.75,132.25 39.75,132.25 39.5,132 39.5,132 39.75",39.75,132.0,39.75,132.25,39.5,132.25,39.5,132.0
GR2_G2A14,"132.25 39.75,132.5 39.75,132.5 39.5,132.25 39.5,132.25 39.75",39.75,132.25,39.75,132.5,39.5,132.5,39.5,132.25
GR2_G2A23,"132.5 39.75,132.75 39.75,132.75 39.5,132.5 39.5,132.5 39.75",39.75,132.5,39.75,132.75,39.5,132.75,39.5,132.5
GR2_G2A24,"132.75 39.75,133 39.75,133 39.5,132.75 39.5,132.75 39.75",39.75,132.75,39.75,133.0,39.5,133.0,39.5,132.75
GR2_G2B13,"133 39.75,133.25 39.75,133.25 39.5,133 39.5,133 39.75",39.75,133.0,39.75,133.25,39.5,133.25,39.5,133.0
GR2_G2B14,"133.25 39.75,133.5 39.75,133.5 39.5,133.25 39.5,133.25 39.75",39.75,133.25,39.75,133.5,39.5,133.5,39.5,133.25
GR2_G2B23,"133.5 39.75,133.75 39.75,133.75 39.5,133.5 39.5,133.5 39.75",39.75,133.5,39.75,133.75,39.5,133.75,39.5,133.5
GR2_G2B24,"133.75 39.75,134 39.75,134 39.5,133.75 39.5,133.75 39.75",39.75,133.75,39.75,134.0,39.5,134.0,39.5,133.75
GR2_G2C13,"134 39.75,134.25 39.75,134.25 39.5,134 39.5,134 39.75",39.75,134.0,39.75,134.25,39.5,134.25,39.5,134.0
GR2_G2C14,"134.25 39.75,134.5 39.75,134.5 39.5,134.25 39.5,134.25 39.75",39.75,134.25,39.75,134.5,39.5,134.5,39.5,134.25
GR2_G2C23,"134.5 39.75,134.75 39.75,134.75 39.5,134.5 39.5,134.5 39.75",39.75,134.5,39.75,134.75,39.5,134.75,39.5,134.5
GR2_G2C24,"134.75 39.75,135 39.75,135 39.5,134.75 39.5,134.75 39.75",39.75,134.75,39.75,135.0,39.5,135.0,39.5,134.75
GR2_G2D13,"135 39.75,135.25 39.75,135.25 39.5,135 39.5,135 39.75",39.75,135.0,39.75,135.25,39.5,135.25,39.5,135.0
GR2_G2D14,"135.25 39.75,135.5 39.75,135.5 39.5,135.25 39.5,135.25 39.75",39.75,135.25,39.75,135.5,39.5,135.5,39.5,135.25
GR2_G2D23,"135.5 39.75,135.75 39.75,135.75 39.5,135.5 39.5,135.5 39.75",39.75,135.5,39.75,135.75,39.5,135.75,39.5,135.5
GR2_G2D24,"135.75 39.75,136 39.75,136 39.5,135.75 39.5,135.75 39.75",39.75,135.75,39.75,136.0,39.5,136.0,39.5,135.75
GR2_F1A31,"120 39.5,120.25 39.5,120.25 39.25,120 39.25,120 39.5",39.5,120.0,39.5,120.25,39.25,120.25,39.25,120.0
GR2_F1A32,"120.25 39.5,120.5 39.5,120.5 39.25,120.25 39.25,120.25 39.5",39.5,120.25,39.5,120.5,39.25,120.5,39.25,120.25
GR2_F1A41,"120.5 39.5,120.75 39.5,120.75 39.25,120.5 39.25,120.5 39.5",39.5,120.5,39.5,120.75,39.25,120.75,39.25,120.5
GR2_F1A42,"120.75 39.5,121 39.5,121 39.25,120.75 39.25,120.75 39.5",39.5,120.75,39.5,121.0,39.25,121.0,39.25,120.75
GR2_F1B31,"121 39.5,121.25 39.5,121.25 39.25,121 39.25,121 39.5",39.5,121.0,39.5,121.25,39.25,121.25,39.25,121.0
GR2_F1B32,"121.25 39.5,121.5 39.5,121.5 39.25,121.25 39.25,121.25 39.5",39.5,121.25,39.5,121.5,39.25,121.5,39.25,121.25
GR2_F1B41,"121.5 39.5,121.75 39.5,121.75 39.25,121.5 39.25,121.5 39.5",39.5,121.5,39.5,121.75,39.25,121.75,39.25,121.5
GR2_F1B42,"121.75 39.5,122 39.5,122 39.25,121.75 39.25,121.75 39.5",39.5,121.75,39.5,122.0,39.25,122.0,39.25,121.75
GR2_F1C31,"122 39.5,122.25 39.5,122.25 39.25,122 39.25,122 39.5",39.5,122.0,39.5,122.25,39.25,122.25,39.25,122.0
GR2_F1C32,"122.25 39.5,122.5 39.5,122.5 39.25,122.25 39.25,122.25 39.5",39.5,122.25,39.5,122.5,39.25,122.5,39.25,122.25
GR2_F1C41,"122.5 39.5,122.75 39.5,122.75 39.25,122.5 39.25,122.5 39.5",39.5,122.5,39.5,122.75,39.25,122.75,39.25,122.5
GR2_F1C42,"122.75 39.5,123 39.5,123 39.25,122.75 39.25,122.75 39.5",39.5,122.75,39.5,123.0,39.25,123.0,39.25,122.75
GR2_F1D31,"123 39.5,123.25 39.5,123.25 39.25,123 39.25,123 39.5",39.5,123.0,39.5,123.25,39.25,123.25,39.25,123.0
GR2_F1D32,"123.25 39.5,123.5 39.5,123.5 39.25,123.25 39.25,123.25 39.5",39.5,123.25,39.5,123.5,39.25,123.5,39.25,123.25
GR2_F1D41,"123.5 39.5,123.75 39.5,123.75 39.25,123.5 39.25,123.5 39.5",39.5,123.5,39.5,123.75,39.25,123.75,39.25,123.5
GR2_F1D42,"123.75 39.5,124 39.5,124 39.25,123.75 39.25,123.75 39.5",39.5,123.75,39.5,124.0,39.25,124.0,39.25,123.75
GR2_F2A31,"124 39.5,124.25 39.5,124.25 39.25,124 39.25,124 39.5",39.5,124.0,39.5,124.25,39.25,124.25,39.25,124.0
GR2_F2A32,"124.25 39.5,124.5 39.5,124.5 39.25,124.25 39.25,124.25 39.5",39.5,124.25,39.5,124.5,39.25,124.5,39.25,124.25
GR2_F2A41,"124.5 39.5,124.75 39.5,124.75 39.25,124.5 39.25,124.5 39.5",39.5,124.5,39.5,124.75,39.25,124.75,39.25,124.5
GR2_F2A42,"124.75 39.5,125 39.5,125 39.25,124.75 39.25,124.75 39.5",39.5,124.75,39.5,125.0,39.25,125.0,39.25,124.75
GR2_F2B31,"125 39.5,125.25 39.5,125.25 39.25,125 39.25,125 39.5",39.5,125.0,39.5,125.25,39.25,125.25,39.25,125.0
GR2_F2B32,"125.25 39.5,125.5 39.5,125.5 39.25,125.25 39.25,125.25 39.5",39.5,125.25,39.5,125.5,39.25,125.5,39.25,125.25
GR2_F2B41,"125.5 39.5,125.75 39.5,125.75 39.25,125.5 39.25,125.5 39.5",39.5,125.5,39.5,125.75,39.25,125.75,39.25,125.5
GR2_F2B42,"125.75 39.5,126 39.5,126 39.25,125.75 39.25,125.75 39.5",39.5,125.75,39.5,126.0,39.25,126.0,39.25,125.75
GR2_F2C31,"126 39.5,126.25 39.5,126.25 39.25,126 39.25,126 39.5",39.5,126.0,39.5,126.25,39.25,126.25,39.25,126.0
GR2_F2C32,"126.25 39.5,126.5 39.5,126.5 39.25,126.25 39.25,126.25 39.5",39.5,126.25,39.5,126.5,39.25,126.5,39.25,126.25
GR2_F2C41,"126.5 39.5,126.75 39.5,126.75 39.25,126.5 39.25,126.5 39.5",39.5,126.5,39.5,126.75,39.25,126.75,39.25,126.5
GR2_F2C42,"126.75 39.5,127 39.5,127 39.25,126.75 39.25,126.75 39.5",39.5,126.75,39.5,127.0,39.25,127.0,39.25,126.75
GR2_F2D31,"127 39.5,127.25 39.5,127.25 39.25,127 39.25,127 39.5",39.5,127.0,39.5,127.25,39.25,127.25,39.25,127.0
GR2_F2D32,"127.25 39.5,127.5 39.5,127.5 39.25,127.25 39.25,127.25 39.5",39.5,127.25,39.5,127.5,39.25,127.5,39.25,127.25
GR2_F2D41,"127.5 39.5,127.75 39.5,127.75 39.25,127.5 39.25,127.5 39.5",39.5,127.5,39.5,127.75,39.25,127.75,39.25,127.5
GR2_F2D42,"127.75 39.5,128 39.5,128 39.25,127.75 39.25,127.75 39.5",39.5,127.75,39.5,128.0,39.25,128.0,39.25,127.75
GR2_G1A31,"128 39.5,128.25 39.5,128.25 39.25,128 39.25,128 39.5",39.5,128.0,39.5,128.25,39.25,128.25,39.25,128.0
GR2_G1A32,"128.25 39.5,128.5 39.5,128.5 39.25,128.25 39.25,128.25 39.5",39.5,128.25,39.5,128.5,39.25,128.5,39.25,128.25
GR2_G1A41,"128.5 39.5,128.75 39.5,128.75 39.25,128.5 39.25,128.5 39.5",39.5,128.5,39.5,128.75,39.25,128.75,39.25,128.5
GR2_G1A42,"128.75 39.5,129 39.5,129 39.25,128.75 39.25,128.75 39.5",39.5,128.75,39.5,129.0,39.25,129.0,39.25,128.75
GR2_G1B31,"129 39.5,129.25 39.5,129.25 39.25,129 39.25,129 39.5",39.5,129.0,39.5,129.25,39.25,129.25,39.25,129.0
GR2_G1B32,"129.25 39.5,129.5 39.5,129.5 39.25,129.25 39.25,129.25 39.5",39.5,129.25,39.5,129.5,39.25,129.5,39.25,129.25
GR2_G1B41,"129.5 39.5,129.75 39.5,129.75 39.25,129.5 39.25,129.5 39.5",39.5,129.5,39.5,129.75,39.25,129.75,39.25,129.5
GR2_G1B42,"129.75 39.5,130 39.5,130 39.25,129.75 39.25,129.75 39.5",39.5,129.75,39.5,130.0,39.25,130.0,39.25,129.75
GR2_G1C31,"130 39.5,130.25 39.5,130.25 39.25,130 39.25,130 39.5",39.5,130.0,39.5,130.25,39.25,130.25,39.25,130.0
GR2_G1C32,"130.25 39.5,130.5 39.5,130.5 39.25,130.25 39.25,130.25 39.5",39.5,130.25,39.5,130.5,39.25,130.5,39.25,130.25
GR2_G1C41,"130.5 39.5,130.75 39.5,130.75 39.25,130.5 39.25,130.5 39.5",39.5,130.5,39.5,130.75,39.25,130.75,39.25,130.5
GR2_G1C42,"130.75 39.5,131 39.5,131 39.25,130.75 39.25,130.75 39.5",39.5,130.75,39.5,131.0,39.25,131.0,39.25,130.75
GR2_G1D31,"131 39.5,131.25 39.5,131.25 39.25,131 39.25,131 39.5",39.5,131.0,39.5,131.25,39.25,131.25,39.25,131.0
GR2_G1D32,"131.25 39.5,131.5 39.5,131.5 39.25,131.25 39.25,131.25 39.5",39.5,131.25,39.5,131.5,39.25,131.5,39.25,131.25
GR2_G1D41,"131.5 39.5,131.75 39.5,131.75 39.25,131.5 39.25,131.5 39.5",39.5,131.5,39.5,131.75,39.25,131.75,39.25,131.5
GR2_G1D42,"131.75 39.5,132 39.5,132 39.25,131.75 39.25,131.75 39.5",39.5,131.75,39.5,132.0,39.25,132.0,39.25,131.75
GR2_G2A31,"132 39.5,132.25 39.5,132.25 39.25,132 39.25,132 39.5",39.5,132.0,39.5,132.25,39.25,132.25,39.25,132.0
GR2_G2A32,"132.25 39.5,132.5 39.5,132.5 39.25,132.25 39.25,132.25 39.5",39.5,132.25,39.5,132.5,39.25,132.5,39.25,132.25
GR2_G2A41,"132.5 39.5,132.75 39.5,132.75 39.25,132.5 39.25,132.5 39.5",39.5,132.5,39.5,132.75,39.25,132.75,39.25,132.5
GR2_G2A42,"132.75 39.5,133 39.5,133 39.25,132.75 39.25,132.75 39.5",39.5,132.75,39.5,133.0,39.25,133.0,39.25,132.75
GR2_G2B31,"133 39.5,133.25 39.5,133.25 39.25,133 39.25,133 39.5",39.5,133.0,39.5,133.25,39.25,133.25,39.25,133.0
GR2_G2B32,"133.25 39.5,133.5 39.5,133.5 39.25,133.25 39.25,133.25 39.5",39.5,133.25,39.5,133.5,39.25,133.5,39.25,133.25
GR2_G2B41,"133.5 39.5,133.75 39.5,133.75 39.25,133.5 39.25,133.5 39.5",39.5,133.5,39.5,133.75,39.25,133.75,39.25,133.5
GR2_G2B42,"133.75 39.5,134 39.5,134 39.25,133.75 39.25,133.75 39.5",39.5,133.75,39.5,134.0,39.25,134.0,39.25,133.75
GR2_G2C31,"134 39.5,134.25 39.5,134.25 39.25,134 39.25,134 39.5",39.5,134.0,39.5,134.25,39.25,134.25,39.25,134.0
GR2_G2C32,"134.25 39.5,134.5 39.5,134.5 39.25,134.25 39.25,134.25 39.5",39.5,134.25,39.5,134.5,39.25,134.5,39.25,134.25
GR2_G2C41,"134.5 39.5,134.75 39.5,134.75 39.25,134.5 39.25,134.5 39.5",39.5,134.5,39.5,134.75,39.25,134.75,39.25,134.5
GR2_G2C42,"134.75 39.5,135 39.5,135 39.25,134.75 39.25,134.75 39.5",39.5,134.75,39.5,135.0,39.25,135.0,39.25,134.75
GR2_G2D31,"135 39.5,135.25 39.5,135.25 39.25,135 39.25,135 39.5",39.5,135.0,39.5,135.25,39.25,135.25,39.25,135.0
GR2_G2D32,"135.25 39.5,135.5 39.5,135.5 39.25,135.25 39.25,135.25 39.5",39.5,135.25,39.5,135.5,39.25,135.5,39.25,135.25
GR2_G2D41,"135.5 39.5,135.75 39.5,135.75 39.25,135.5 39.25,135.5 39.5",39.5,135.5,39.5,135.75,39.25,135.75,39.25,135.5
GR2_G2D42,"135.75 39.5,136 39.5,136 39.25,135.75 39.25,135.75 39.5",39.5,135.75,39.5,136.0,39.25,136.0,39.25,135.75
GR2_F1A33,"120 39.25,120.25 39.25,120.25 39,120 39,120 39.25",39.25,120.0,39.25,120.25,39.0,120.25,39.0,120.0
GR2_F1A34,"120.25 39.25,120.5 39.25,120.5 39,120.25 39,120.25 39.25",39.25,120.25,39.25,120.5,39.0,120.5,39.0,120.25
GR2_F1A43,"120.5 39.25,120.75 39.25,120.75 39,120.5 39,120.5 39.25",39.25,120.5,39.25,120.75,39.0,120.75,39.0,120.5
GR2_F1A44,"120.75 39.25,121 39.25,121 39,120.75 39,120.75 39.25",39.25,120.75,39.25,121.0,39.0,121.0,39.0,120.75
GR2_F1B33,"121 39.25,121.25 39.25,121.25 39,121 39,121 39.25",39.25,121.0,39.25,121.25,39.0,121.25,39.0,121.0
GR2_F1B34,"121.25 39.25,121.5 39.25,121.5 39,121.25 39,121.25 39.25",39.25,121.25,39.25,121.5,39.0,121.5,39.0,121.25
GR2_F1B43,"121.5 39.25,121.75 39.25,121.75 39,121.5 39,121.5 39.25",39.25,121.5,39.25,121.75,39.0,121.75,39.0,121.5
GR2_F1B44,"121.75 39.25,122 39.25,122 39,121.75 39,121.75 39.25",39.25,121.75,39.25,122.0,39.0,122.0,39.0,121.75
GR2_F1C33,"122 39.25,122.25 39.25,122.25 39,122 39,122 39.25",39.25,122.0,39.25,122.25,39.0,122.25,39.0,122.0
GR2_F1C34,"122.25 39.25,122.5 39.25,122.5 39,122.25 39,122.25 39.25",39.25,122.25,39.25,122.5,39.0,122.5,39.0,122.25
GR2_F1C43,"122.5 39.25,122.75 39.25,122.75 39,122.5 39,122.5 39.25",39.25,122.5,39.25,122.75,39.0,122.75,39.0,122.5
GR2_F1C44,"122.75 39.25,123 39.25,123 39,122.75 39,122.75 39.25",39.25,122.75,39.25,123.0,39.0,123.0,39.0,122.75
GR2_F1D33,"123 39.25,123.25 39.25,123.25 39,123 39,123 39.25",39.25,123.0,39.25,123.25,39.0,123.25,39.0,123.0
GR2_F1D34,"123.25 39.25,123.5 39.25,123.5 39,123.25 39,123.25 39.25",39.25,123.25,39.25,123.5,39.0,123.5,39.0,123.25
GR2_F1D43,"123.5 39.25,123.75 39.25,123.75 39,123.5 39,123.5 39.25",39.25,123.5,39.25,123.75,39.0,123.75,39.0,123.5
GR2_F1D44,"123.75 39.25,124 39.25,124 39,123.75 39,123.75 39.25",39.25,123.75,39.25,124.0,39.0,124.0,39.0,123.75
GR2_F2A33,"124 39.25,124.25 39.25,124.25 39,124 39,124 39.25",39.25,124.0,39.25,124.25,39.0,124.25,39.0,124.0
GR2_F2A34,"124.25 39.25,124.5 39.25,124.5 39,124.25 39,124.25 39.25",39.25,124.25,39.25,124.5,39.0,124.5,39.0,124.25
GR2_F2A43,"124.5 39.25,124.75 39.25,124.75 39,124.5 39,124.5 39.25",39.25,124.5,39.25,124.75,39.0,124.75,39.0,124.5
GR2_F2A44,"124.75 39.25,125 39.25,125 39,124.75 39,124.75 39.25",39.25,124.75,39.25,125.0,39.0,125.0,39.0,124.75
GR2_F2B33,"125 39.25,125.25 39.25,125.25 39,125 39,125 39.25",39.25,125.0,39.25,125.25,39.0,125.25,39.0,125.0
GR2_F2B34,"125.25 39.25,125.5 39.25,125.5 39,125.25 39,125.25 39.25",39.25,125.25,39.25,125.5,39.0,125.5,39.0,125.25
GR2_F2B43,"125.5 39.25,125.75 39.25,125.75 39,125.5 39,125.5 39.25",39.25,125.5,39.25,125.75,39.0,125.75,39.0,125.5
GR2_F2B44,"125.75 39.25,126 39.25,126 39,125.75 39,125.75 39.25",39.25,125.75,39.25,126.0,39.0,126.0,39.0,125.75
GR2_F2C33,"126 39.25,126.25 39.25,126.25 39,126 39,126 39.25",39.25,126.0,39.25,126.25,39.0,126.25,39.0,126.0
GR2_F2C34,"126.25 39.25,126.5 39.25,126.5 39,126.25 39,126.25 39.25",39.25,126.25,39.25,126.5,39.0,126.5,39.0,126.25
GR2_F2C43,"126.5 39.25,126.75 39.25,126.75 39,126.5 39,126.5 39.25",39.25,126.5,39.25,126.75,39.0,126.75,39.0,126.5
GR2_F2C44,"126.75 39.25,127 39.25,127 39,126.75 39,126.75 39.25",39.25,126.75,39.25,127.0,39.0,127.0,39.0,126.75
GR2_F2D33,"127 39.25,127.25 39.25,127.25 39,127 39,127 39.25",39.25,127.0,39.25,127.25,39.0,127.25,39.0,127.0
GR2_F2D34,"127.25 39.25,127.5 39.25,127.5 39,127.25 39,127.25 39.25",39.25,127.25,39.25,127.5,39.0,127.5,39.0,127.25
GR2_F2D43,"127.5 39.25,127.75 39.25,127.75 39,127.5 39,127.5 39.25",39.25,127.5,39.25,127.75,39.0,127.75,39.0,127.5
GR2_F2D44,"127.75 39.25,128 39.25,128 39,127.75 39,127.75 39.25",39.25,127.75,39.25,128.0,39.0,128.0,39.0,127.75
