GRID_ID,POLYGON,UPPER_LEFT_LATITUDE,UPPER_LEFT_LONGITUDE,UPPER_RIGHT_LATITUDE,UPPER_RIGHT_LONGITUDE,LOWER_RIGHT_LATITUDE,LOWER_RIGHT_LONGITUDE,LOWER_LEFT_LATITUDE,LOWER_LEFT_LONGITUDE
GR2_F2K42,"126.75 37.5,127 37.5,127 37.25,126.75 37.25,126.75 37.5",37.5,126.75,37.5,127.0,37.25,127.0,37.25,126.75
GR2_F2L31,"127 37.5,127.25 37.5,127.25 37.25,127 37.25,127 37.5",37.5,127.0,37.5,127.25,37.25,127.25,37.25,127.0
GR2_F2L32,"127.25 37.5,127.5 37.5,127.5 37.25,127.25 37.25,127.25 37.5",37.5,127.25,37.5,127.5,37.25,127.5,37.25,127.25
GR2_F2L41,"127.5 37.5,127.75 37.5,127.75 37.25,127.5 37.25,127.5 37.5",37.5,127.5,37.5,127.75,37.25,127.75,37.25,127.5
GR2_F2L42,"127.75 37.5,128 37.5,128 37.25,127.75 37.25,127.75 37.5",37.5,127.75,37.5,128.0,37.25,128.0,37.25,127.75
GR2_G1I31,"128 37.5,128.25 37.5,128.25 37.25,128 37.25,128 37.5",37.5,128.0,37.5,128.25,37.25,128.25,37.25,128.0
GR2_G1I32,"128.25 37.5,128.5 37.5,128.5 37.25,128.25 37.25,128.25 37.5",37.5,128.25,37.5,128.5,37.25,128.5,37.25,128.25
GR2_G1I41,"128.5 37.5,128.75 37.5,128.75 37.25,128.5 37.25,128.5 37.5",37.5,128.5,37.5,128.75,37.25,128.75,37.25,128.5
GR2_G1I42,"128.75 37.5,129 37.5,129 37.25,128.75 37.25,128.75 37.5",37.5,128.75,37.5,129.0,37.25,129.0,37.25,128.75
GR2_G1J31,"129 37.5,129.25 37.5,129.25 37.25,129 37.25,129 37.5",37.5,129.0,37.5,129.25,37.25,129.25,37.25,129.0
GR2_G1J32,"129.25 37.5,129.5 37.5,129.5 37.25,129.25 37.25,129.25 37.5",37.5,129.25,37.5,129.5,37.25,129.5,37.25,129.25
GR2_G1J41,"129.5 37.5,129.75 37.5,129.75 37.25,129.5 37.25,129.5 37.5",37.5,129.5,37.5,129.75,37.25,129.75,37.25,129.5
GR2_G1J42,"129.75 37.5,130 37.5,130 37.25,129.75 37.25,129.75 37.5",37.5,129.75,37.5,130.0,37.25,130.0,37.25,129.75
GR2_G1K31,"130 37.5,130.25 37.5,130.25 37.25,130 37.25,130 37.5",37.5,130.0,37.5,130.25,37.25,130.25,37.25,130.0
GR2_G1K32,"130.25 37.5,130.5 37.5,130.5 37.25,130.25 37.25,130.25 37.5",37.5,130.25,37.5,130.5,37.25,130.5,37.25,130.25
GR2_G1K41,"130.5 37.5,130.75 37.5,130.75 37.25,130.5 37.25,130.5 37.5",37.5,130.5,37.5,130.75,37.25,130.75,37.25,130.5
GR2_G1K42,"130.75 37.5,131 37.5,131 37.25,130.75 37.25,130.75 37.5",37.5,130.75,37.5,131.0,37.25,131.0,37.25,130.75
GR2_G1L31,"131 37.5,131.25 37.5,131.25 37.25,131 37.25,131 37.5",37.5,131.0,37.5,131.25,37.25,131.25,37.25,131.0
GR2_G1L32,"131.25 37.5,131.5 37.5,131.5 37.25,131.25 37.25,131.25 37.5",37.5,131.25,37.5,131.5,37.25,131.5,37.25,131.25
GR2_G1L41,"131.5 37.5,131.75 37.5,131.75 37.25,131.5 37.25,131.5 37.5",37.5,131.5,37.5,131.75,37.25,131.75,37.25,131.5
GR2_G1L42,"131.75 37.5,132 37.5,132 37.25,131.75 37.25,131.75 37.5",37.5,131.75,37.5,132.0,37.25,132.0,37.25,131.75
GR2_G2I31,"132 37.5,132.25 37.5,132.25 37.25,132 37.25,132 37.5",37.5,132.0,37.5,132.25,37.25,132.25,37.25,132.0
GR2_G2I32,"132.25 37.5,132.5 37.5,132.5 37.25,132.25 37.25,132.25 37.5",37.5,132.25,37.5,132.5,37.25,132.5,37.25,132.25
GR2_G2I41,"132.5 37.5,132.75 37.5,132.75 37.25,132.5 37.25,132.5 37.5",37.5,132.5,37.5,132.75,37.25,132.75,37.25,132.5
GR2_G2I42,"132.75 37.5,133 37.5,133 37.25,132.75 37.25,132.75 37.5",37.5,132.75,37.5,133.0,37.25,133.0,37.25,132.75
GR2_G2J31,"133 37.5,133.25 37.5,133.25 37.25,133 37.25,133 37.5",37.5,133.0,37.5,133.25,37.25,133.25,37.25,133.0
GR2_G2J32,"133.25 37.5,133.5 37.5,133.5 37.25,133.25 37.25,133.25 37.5",37.5,133.25,37.5,133.5,37.25,133.5,37.25,133.25
GR2_G2J41,"133.5 37.5,133.75 37.5,133.75 37.25,133.5 37.25,133.5 37.5",37.5,133.5,37.5,133.75,37.25,133.75,37.25,133.5
GR2_G2J42,"133.75 37.5,134 37.5,134 37.25,133.75 37.25,133.75 37.5",37.5,133.75,37.5,134.0,37.25,134.0,37.25,133.75
GR2_G2K31,"134 37.5,134.25 37.5,134.25 37.25,134 37.25,134 37.5",37.5,134.0,37.5,134.25,37.25,134.25,37.25,134.0
GR2_G2K32,"134.25 37.5,134.5 37.5,134.5 37.25,134.25 37.25,134.25 37.5",37.5,134.25,37.5,134.5,37.25,134.5,37.25,134.25
GR2_G2K41,"134.5 37.5,134.75 37.5,134.75 37.25,134.5 37.25,134.5 37.5",37.5,134.5,37.5,134.75,37.25,134.75,37.25,134.5
GR2_G2K42,"134.75 37.5,135 37.5,135 37.25,134.75 37.25,134.75 37.5",37.5,134.75,37.5,135.0,37.25,135.0,37.25,134.75
GR2_G2L31,"135 37.5,135.25 37.5,135.25 37.25,135 37.25,135 37.5",37.5,135.0,37.5,135.25,37.25,135.25,37.25,135.0
GR2_G2L32,"135.25 37.5,135.5 37.5,135.5 37.25,135.25 37.25,135.25 37.5",37.5,135.25,37.5,135.5,37.25,135.5,37.25,135.25
GR2_G2L41,"135.5 37.5,135.75 37.5,135.75 37.25,135.5 37.25,135.5 37.5",37.5,135.5,37.5,135.75,37.25,135.75,37.25,135.5
GR2_G2L42,"135.75 37.5,136 37.5,136 37.25,135.75 37.25,135.75 37.5",37.5,135.75,37.5,136.0,37.25,136.0,37.25,135.75
GR2_F1I33,"120 37.25,120.25 37.25,120.25 37,120 37,120 37.25",37.25,120.0,37.25,120.25,37.0,120.25,37.0,120.0
GR2_F1I34,"120.25 37.25,120.5 37.25,120.5 37,120.25 37,120.25 37.25",37.25,120.25,37.25,120.5,37.0,120.5,37.0,120.25
GR2_F1I43,"120.5 37.25,120.75 37.25,120.75 37,120.5 37,120.5 37.25",37.25,120.5,37.25,120.75,37.0,120.75,37.0,120.5
GR2_F1I44,"120.75 37.25,121 37.25,121 37,120.75 37,120.75 37.25",37.25,120.75,37.25,121.0,37.0,121.0,37.0,120.75
GR2_F1J33,"121 37.25,121.25 37.25,121.25 37,121 37,121 37.25",37.25,121.0,37.25,121.25,37.0,121.25,37.0,121.0
GR2_F1J34,"121.25 37.25,121.5 37.25,121.5 37,121.25 37,121.25 37.25",37.25,121.25,37.25,121.5,37.0,121.5,37.0,121.25
GR2_F1J43,"121.5 37.25,121.75 37.25,121.75 37,121.5 37,121.5 37.25",37.25,121.5,37.25,121.75,37.0,121.75,37.0,121.5
GR2_F1J44,"121.75 37.25,122 37.25,122 37,121.75 37,121.75 37.25",37.25,121.75,37.25,122.0,37.0,122.0,37.0,121.75
GR2_F1K33,"122 37.25,122.25 37.25,122.25 37,122 37,122 37.25",37.25,122.0,37.25,122.25,37.0,122.25,37.0,122.0
GR2_F1K34,"122.25 37.25,122.5 37.25,122.5 37,122.25 37,122.25 37.25",37.25,122.25,37.25,122.5,37.0,122.5,37.0,122.25
GR2_F1K43,"122.5 37.25,122.75 37.25,122.75 37,122.5 37,122.5 37.25",37.25,122.5,37.25,122.75,37.0,122.75,37.0,122.5
GR2_F1K44,"122.75 37.25,123 37.25,123 37,122.75 37,122.75 37.25",37.25,122.75,37.25,123.0,37.0,123.0,37.0,122.75
GR2_F1L33,"123 37.25,123.25 37.25,123.25 37,123 37,123 37.25",37.25,123.0,37.25,123.25,37.0,123.25,37.0,123.0
GR2_F1L34,"123.25 37.25,123.5 37.25,123.5 37,123.25 37,123.25 37.25",37.25,123.25,37.25,123.5,37.0,123.5,37.0,123.25
GR2_F1L43,"123.5 37.25,123.75 37.25,123.75 37,123.5 37,123.5 37.25",37.25,123.5,37.25,123.75,37.0,123.75,37.0,123.5
GR2_F1L44,"123.75 37.25,124 37.25,124 37,123.75 37,123.75 37.25",37.25,123.75,37.25,124.0,37.0,124.0,37.0,123.75
GR2_F2I33,"124 37.25,124.25 37.25,124.25 37,124 37,124 37.25",37.25,124.0,37.25,124.25,37.0,124.25,37.0,124.0
GR2_F2I34,"124.25 37.25,124.5 37.25,124.5 37,124.25 37,124.25 37.25",37.25,124.25,37.25,124.5,37.0,124.5,37.0,124.25
GR2_F2I43,"124.5 37.25,124.75 37.25,124.75 37,124.5 37,124.5 37.25",37.25,124.5,37.25,124.75,37.0,124.75,37.0,124.5
GR2_F2I44,"124.75 37.25,125 37.25,125 37,124.75 37,124.75 37.25",37.25,124.75,37.25,125.0,37.0,125.0,37.0,124.75
GR2_F2J33,"125 37.25,125.25 37.25,125.25 37,125 37,125 37.25",37.25,125.0,37.25,125.25,37.0,125.25,37.0,125.0
GR2_F2J34,"125.25 37.25,125.5 37.25,125.5 37,125.25 37,125.25 37.25",37.25,125.25,37.25,125.5,37.0,125.5,37.0,125.25
GR2_F2J43,"125.5 37.25,125.75 37.25,125.75 37,125.5 37,125.5 37.25",37.25,125.5,37.25,125.75,37.0,125.75,37.0,125.5
GR2_F2J44,"125.75 37.25,126 37.25,126 37,125.75 37,125.75 37.25",37.25,125.75,37.25,126.0,37.0,126.0,37.0,125.75
GR2_F2K33,"126 37.25,126.25 37.25,126.25 37,126 37,126 37.25",37.25,126.0,37.25,126.25,37.0,126.25,37.0,126.0
GR2_F2K34,"126.25 37.25,126.5 37.25,126.5 37,126.25 37,126.25 37.25",37.25,126.25,37.25,126.5,37.0,126.5,37.0,126.25
GR2_F2K43,"126.5 37.25,126.75 37.25,126.75 37,126.5 37,126.5 37.25",37.25,126.5,37.25,126.75,37.0,126.75,37.0,126.5
GR2_F2K44,"126.75 37.25,127 37.25,127 37,126.75 37,126.75 37.25",37.25,126.75,37.25,127.0,37.0,127.0,37.0,126.75
GR2_F2L33,"127 37.25,127.25 37.25,127.25 37,127 37,127 37.25",37.25,127.0,37.25,127.25,37.0,127.25,37.0,127.0
GR2_F2L34,"127.25 37.25,127.5 37.25,127.5 37,127.25 37,127.25 37.25",37.25,127.25,37.25,127.5,37.0,127.5,37.0,127.25
GR2_F2L43,"127.5 37.25,127.75 37.25,127.75 37,127.5 37,127.5 37.25",37.25,127.5,37.25,127.75,37.0,127.75,37.0,127.5
GR2_F2L44,"127.75 37.25,128 37.25,128 37,127.75 37,127.75 37.25",37.25,127.75,37.25,128.0,37.0,128.0,37.0,127.75
GR2_G1I33,"128 37.25,128.25 37.25,128.25 37,128 37,128 37.25",37.25,128.0,37.25,128.25,37.0,128.25,37.0,128.0
GR2_G1I34,"128.25 37.25,128.5 37.25,128.5 37,128.25 37,128.25 37.25",37.25,128.25,37.25,128.5,37.0,128.5,37.0,128.25
GR2_G1I43,"128.5 37.25,128.75 37.25,128.75 37,128.5 37,128.5 37.25",37.25,128.5,37.25,128.75,37.0,128.75,37.0,128.5
GR2_G1I44,"128.75 37.25,129 37.25,129 37,128.75 37,128.75 37.25",37.25,128.75,37.25,129.0,37.0,129.0,37.0,128.75
GR2_G1J33,"129 37.25,129.25 37.25,129.25 37,129 37,129 37.25",37.25,129.0,37.25,129.25,37.0,129.25,37.0,129.0
GR2_G1J34,"129.25 37.25,129.5 37.25,129.5 37,129.25 37,129.25 37.25",37.25,129.25,37.25,129.5,37.0,129.5,37.0,129.25
GR2_G1J43,"129.5 37.25,129.75 37.25,129.75 37,129.5 37,129.5 37.25",37.25,129.5,37.25,129.75,37.0,129.75,37.0,129.5
GR2_G1J44,"129.75 37.25,130 37.25,130 37,129.75 37,129.75 37.25",37.25,129.75,37.25,130.0,37.0,130.0,37.0,129.75
GR2_G1K33,"130 37.25,130.25 37.25,130.25 37,130 37,130 37.25",37.25,130.0,37.25,130.25,37.0,130.25,37.0,130.0
GR2_G1K34,"130.25 37.25,130.5 37.25,130.5 37,130.25 37,130.25 37.25",37.25,130.25,37.25,130.5,37.0,130.5,37.0,130.25
GR2_G1K43,"130.5 37.25,130.75 37.25,130.75 37,130.5 37,130.5 37.25",37.25,130.5,37.25,130.75,37.0,130.75,37.0,130.5
GR2_G1K44,"130.75 37.25,131 37.25,131 37,130.75 37,130.75 37.25",37.25,130.75,37.25,131.0,37.0,131.0,37.0,130.75
GR2_G1L33,"131 37.25,131.25 37.25,131.25 37,131 37,131 37.25",37.25,131.0,37.25,131.25,37.0,131.25,37.0,131.0
GR2_G1L34,"131.25 37.25,131.5 37.25,131.5 37,131.25 37,131.25 37.25",37.25,131.25,37.25,131.5,37.0,131.5,37.0,131.25
GR2_G1L43,"131.5 37.25,131.75 37.25,131.75 37,131.5 37,131.5 37.25",37.25,131.5,37.25,131.75,37.0,131.75,37.0,131.5
GR2_G1L44,"131.75 37.25,132 37.25,132 37,131.75 37,131.75 37.25",37.25,131.75,37.25,132.0,37.0,132.0,37.0,131.75
GR2_G2I33,"132 37.25,132.25 37.25,132.25 37,132 37,132 37.25",37.25,132.0,37.25,132.25,37.0,132.25,37.0,132.0
GR2_G2I34,"132.25 37.25,132.5 37.25,132.5 37,132.25 37,132.25 37.25",37.25,132.25,37.25,132.5,37.0,132.5,37.0,132.25
GR2_G2I43,"132.5 37.25,132.75 37.25,132.75 37,132.5 37,132.5 37.25",37.25,132.5,37.25,132.75,37.0,132.75,37.0,132.5
GR2_G2I44,"132.75 37.25,133 37.25,133 37,132.75 37,132.75 37.25",37.25,132.75,37.25,133.0,37.0,133.0,37.0,132.75
GR2_G2J33,"133 37.25,133.25 37.25,133.25 37,133 37,133 37.25",37.25,133.0,37.25,133.25,37.0,133.25,37.0,133.0
GR2_G2J34,"133.25 37.25,133.5 37.25,133.5 37,133.25 37,133.25 37.25",37.25,133.25,37.25,133.5,37.0,133.5,37.0,133.25
GR2_G2J43,"133.5 37.25,133.75 37.25,133.75 37,133.5 37,133.5 37.25",37.25,133.5,37.25,133.75,37.0,133.75,37.0,133.5
GR2_G2J44,"133.75 37.25,134 37.25,134 37,133.75 37,133.75 37.25",37.25,133.75,37.25,134.0,37.0,134.0,37.0,133.75
GR2_G2K33,"134 37.25,134.25 37.25,134.25 37,134 37,134 37.25",37.25,134.0,37.25,134.25,37.0,134.25,37.0,134.0
GR2_G2K34,"134.25 37.25,134.5 37.25,134.5 37,134.25 37,134.25 37.25",37.25,134.25,37.25,134.5,37.0,134.5,37.0,134.25
GR2_G2K43,"134.5 37.25,134.75 37.25,134.75 37,134.5 37,134.5 37.25",37.25,134.5,37.25,134.75,37.0,134.75,37.0,134.5
GR2_G2K44,"134.75 37.25,135 37.25,135 37,134.75 37,134.75 37.25",37.25,134.75,37.25,135.0,37.0,135.0,37.0,134.75
GR2_G2L33,"135 37.25,135.25 37.25,135.25 37,135 37,135 37.25",37.25,135.0,37.25,135.25,37.0,135.25,37.0,135.0
GR2_G2L34,"135.25 37.25,135.5 37.25,135.5 37,135.25 37,135.25 37.25",37.25,135.25,37.25,135.5,37.0,135.5,37.0,135.25
GR2_G2L43,"135.5 37.25,135.75 37.25,135.75 37,135.5 37,135.5 37.25",37.25,135.5,37.25,135.75,37.0,135.75,37.0,135.5
GR2_G2L44,"135.75 37.25,136 37.25,136 37,135.75 37,135.75 37.25",37.25,135.75,37.25,136.0,37.0,136.0,37.0,135.75
GR2_F1M11,"120 37,120.25 37,120.25 36.75,120 36.75,120 37",37.0,120.0,37.0,120.25,36.75,120.25,36.75,120.0
GR2_F1M12,"120.25 37,120.5 37,120.5 36.75,120.25 36.75,120.25 37",37.0,120.25,37.0,120.5,36.75,120.5,36.75,120.25
GR2_F1M21,"120.5 37,120.75 37,120.75 36.75,120.5 36.75,120.5 37",37.0,120.5,37.0,120.75,36.75,120.75,36.75,120.5
GR2_F1M22,"120.75 37,121 37,121 36.75,120.75 36.75,120.75 37",37.0,120.75,37.0,121.0,36.75,121.0,36.75,120.75
GR2_F1N11,"121 37,121.25 37,121.25 36.75,121 36.75,121 37",37.0,121.0,37.0,121.25,36.75,121.25,36.75,121.0
GR2_F1N12,"121.25 37,121.5 37,121.5 36.75,121.25 36.75,121.25 37",37.0,121.25,37.0,121.5,36.75,121.5,36.75,121.25
GR2_F1N21,"121.5 37,121.75 37,121.75 36.75,121.5 36.75,121.5 37",37.0,121.5,37.0,121.75,36.75,121.75,36.75,121.5
GR2_F1N22,"121.75 37,122 37,122 36.75,121.75 36.75,121.75 37",37.0,121.75,37.0,122.0,36.75,122.0,36.75,121.75
GR2_F1O11,"122 37,122.25 37,122.25 36.75,122 36.75,122 37",37.0,122.0,37.0,122.25,36.75,122.25,36.75,122.0
GR2_F1O12,"122.25 37,122.5 37,122.5 36.75,122.25 36.75,122.25 37",37.0,122.25,37.0,122.5,36.75,122.5,36.75,122.25
GR2_F1O21,"122.5 37,122.75 37,122.75 36.75,122.5 36.75,122.5 37",37.0,122.5,37.0,122.75,36.75,122.75,36.75,122.5
GR2_F1O22,"122.75 37,123 37,123 36.75,122.75 36.75,122.75 37",37.0,122.75,37.0,123.0,36.75,123.0,36.75,122.75
GR2_F1P11,"123 37,123.25 37,123.25 36.75,123 36.75,123 37",37.0,123.0,37.0,123.25,36.75,123.25,36.75,123.0
GR2_F1P12,"123.25 37,123.5 37,123.5 36.75,123.25 36.75,123.25 37",37.0,123.25,37.0,123.5,36.75,123.5,36.75,123.25
GR2_F1P21,"123.5 37,123.75 37,123.75 36.75,123.5 36.75,123.5 37",37.0,123.5,37.0,123.75,36.75,123.75,36.75,123.5
GR2_F1P22,"123.75 37,124 37,124 36.75,123.75 36.75,123.75 37",37.0,123.75,37.0,124.0,36.75,124.0,36.75,123.75
GR2_F2M11,"124 37,124.25 37,124.25 36.75,124 36.75,124 37",37.0,124.0,37.0,124.25,36.75,124.25,36.75,124.0
GR2_F2M12,"124.25 37,124.5 37,124.5 36.75,124.25 36.75,124.25 37",37.0,124.25,37.0,124.5,36.75,124.5,36.75,124.25
GR2_F2M21,"124.5 37,124.75 37,124.75 36.75,124.5 36.75,124.5 37",37.0,124.5,37.0,124.75,36.75,124.75,36.75,124.5
GR2_F2M22,"124.75 37,125 37,125 36.75,124.75 36.75,124.75 37",37.0,124.75,37.0,125.0,36.75,125.0,36.75,124.75
GR2_F2N11,"125 37,125.25 37,125.25 36.75,125 36.75,125 37",37.0,125.0,37.0,125.25,36.75,125.25,36.75,125.0
GR2_F2N12,"125.25 37,125.5 37,125.5 36.75,125.25 36.75,125.25 37",37.0,125.25,37.0,125.5,36.75,125.5,36.75,125.25
GR2_F2N21,"125.5 37,125.75 37,125.75 36.75,125.5 36.75,125.5 37",37.0,125.5,37.0,125.75,36.75,125.75,36.75,125.5
GR2_F2N22,"125.75 37,126 37,126 36.75,125.75 36.75,125.75 37",37.0,125.75,37.0,126.0,36.75,126.0,36.75,125.75
GR2_F2O11,"126 37,126.25 37,126.25 36.75,126 36.75,126 37",37.0,126.0,37.0,126.25,36.75,126.25,36.75,126.0
GR2_F2O12,"126.25 37,126.5 37,126.5 36.75,126.25 36.75,126.25 37",37.0,126.25,37.0,126.5,36.75,126.5,36.75,126.25
GR2_F2O21,"126.5 37,126.75 37,126.75 36.75,126.5 36.75,126.5 37",37.0,126.5,37.0,126.75,36.75,126.75,36.75,126.5
GR2_F2O22,"126.75 37,127 37,127 36.75,126.75 36.75,126.75 37",37.0,126.75,37.0,127.0,36.75,127.0,36.75,126.75
GR2_F2P11,"127 37,127.25 37,127.25 36.75,127 36.75,127 37",37.0,127.0,37.0,127.25,36.75,127.25,36.75,127.0
GR2_F2P12,"127.25 37,127.5 37,127.5 36.75,127.25 36.75,127.25 37",37.0,127.25,37.0,127.5,36.75,127.5,36.75,127.25
GR2_F2P21,"127.5 37,127.75 37,127.75 36.75,127.5 36.75,127.5 37",37.0,127.5,37.0,127.75,36.75,127.75,36.75,127.5
GR2_F2P22,"127.75 37,128 37,128 36.75,127.75 36.75,127.75 37",37.0,127.75,37.0,128.0,36.75,128.0,36.75,127.75
GR2_G1M11,"128 37,128.25 37,128.25 36.75,128 36.75,128 37",37.0,128.0,37.0,128.25,36.75,128.25,36.75,128.0
GR2_G1M12,"128.25 37,128.5 37,128.5 36.75,128.25 36.75,128.25 37",37.0,128.25,37.0,128.5,36.75,128.5,36.75,128.25
GR2_G1M21,"128.5 37,128.75 37,128.75 36.75,128.5 36.75,128.5 37",37.0,128.5,37.0,128.75,36.75,128.75,36.75,128.5
GR2_G1M22,"128.75 37,129 37,129 36.75,128.75 36.75,128.75 37",37.0,128.75,37.0,129.0,36.75,129.0,36.75,128.75
GR2_G1N11,"129 37,129.25 37,129.25 36.75,129 36.75,129 37",37.0,129.0,37.0,129.25,36.75,129.25,36.75,129.0
GR2_G1N12,"129.25 37,129.5 37,129.5 36.75,129.25 36.75,129.25 37",37.0,129.25,37.0,129.5,36.75,129.5,36.75,129.25
GR2_G1N21,"129.5 37,129.75 37,129.75 36.75,129.5 36.75,129.5 37",37.0,129.5,37.0,129.75,36.75,129.75,36.75,129.5
GR2_G1N22,"129.75 37,130 37,130 36.75,129.75 36.75,129.75 37",37.0,129.75,37.0,130.0,36.75,130.0,36.75,129.75
GR2_G1O11,"130 37,130.25 37,130.25 36.75,130 36.75,130 37",37.0,130.0,37.0,130.25,36.75,130.25,36.75,130.0
GR2_G1O12,"130.25 37,130.5 37,130.5 36.75,130.25 36.75,130.25 37",37.0,130.25,37.0,130.5,36.75,130.5,36.75,130.25
GR2_G1O21,"130.5 37,130.75 37,130.75 36.75,130.5 36.75,130.5 37",37.0,130.5,37.0,130.75,36.75,130.75,36.75,130.5
GR2_G1O22,"130.75 37,131 37,131 36.75,130.75 36.75,130.75 37",37.0,130.75,37.0,131.0,36.75,131.0,36.75,130.75
GR2_G1P11,"131 37,131.25 37,131.25 36.75,131 36.75,131 37",37.0,131.0,37.0,131.25,36.75,131.25,36.75,131.0
GR2_G1P12,"131.25 37,131.5 37,131.5 36.75,131.25 36.75,131.25 37",37.0,131.25,37.0,131.5,36.75,131.5,36.75,131.25
GR2_G1P21,"131.5 37,131.75 37,131.75 36.75,131.5 36.75,131.5 37",37.0,131.5,37.0,131.75,36.75,131.75,36.75,131.5
GR2_G1P22,"131.75 37,132 37,132 36.75,131.75 36.75,131.75 37",37.0,131.75,37.0,132.0,36.75,132.0,36.75,131.75
GR2_G2M11,"132 37,132.25 37,132.25 36.75,132 36.75,132 37",37.0,132.0,37.0,132.25,36.75,132.25,36.75,132.0
GR2_G2M12,"132.25 37,132.5 37,132.5 36.75,132.25 36.75,132.25 37",37.0,132.25,37.0,132.5,36.75,132.5,36.75,132.25
GR2_G2M21,"132.5 37,132.75 37,132.75 36.75,132.5 36.75,132.5 37",37.0,132.5,37.0,132.75,36.75,132.75,36.75,132.5
GR2_G2M22,"132.75 37,133 37,133 36.75,132.75 36.75,132.75 37",37.0,132.75,37.0,133.0,36.75,133.0,36.75,132.75
GR2_G2N11,"133 37,133.25 37,133.25 36.75,133 36.75,133 37",37.0,133.0,37.0,133.25,36.75,133.25,36.75,133.0
GR2_G2N12,"133.25 37,133.5 37,133.5 36.75,133.25 36.75,133.25 37",37.0,133.25,37.0,133.5,36.75,133.5,36.75,133.25
GR2_G2N21,"133.5 37,133.75 37,133.75 36.75,133.5 36.75,133.5 37",37.0,133.5,37.0,133.75,36.75,133.75,36.75,133.5
GR2_G2N22,"133.75 37,134 37,134 36.75,133.75 36.75,133.75 37",37.0,133.75,37.0,134.0,36.75,134.0,36.75,133.75
GR2_G2O11,"134 37,134.25 37,134.25 36.75,134 36.75,134 37",37.0,134.0,37.0,134.25,36.75,134.25,36.75,134.0
GR2_G2O12,"134.25 37,134.5 37,134.5 36.75,134.25 36.75,134.25 37",37.0,134.25,37.0,134.5,36.75,134.5,36.75,134.25
GR2_G2O21,"134.5 37,134.75 37,134.75 36.75,134.5 36.75,134.5 37",37.0,134.5,37.0,134.75,36.75,134.75,36.75,134.5
GR2_G2O22,"134.75 37,135 37,135 36.75,134.75 36.75,134.75 37",37.0,134.75,37.0,135.0,36.75,135.0,36.75,134.75
GR2_G2P11,"135 37,135.25 37,135.25 36.75,135 36.75,135 37",37.0,135.0,37.0,135.25,36.75,135.25,36.75,135.0
GR2_G2P12,"135.25 37,135.5 37,135.5 36.75,135.25 36.75,135.25 37",37.0,135.25,37.0,135.5,36.75,135.5,36.75,135.25
GR2_G2P21,"135.5 37,135.75 37,135.75 36.75,135.5 36.75,135.5 37",37.0,135.5,37.0,135.75,36.75,135.75,36.75,135.5
GR2_G2P22,"135.75 37,136 37,136 36.75,135.75 36.75,135.75 37",37.0,135.75,37.0,136.0,36.75,136.0,36.75,135.75
GR2_F1M13,"120 36.75,120.25 36.75,120.25 36.5,120 36.5,120 36.75",36.75,120.0,36.75,120.25,36.5,120.25,36.5,120.0
GR2_F1M14,"120.25 36.75,120.5 36.75,120.5 36.5,120.25 36.5,120.25 36.75",36.75,120.25,36.75,120.5,36.5,120.5,36.5,120.25
GR2_F1M23,"120.5 36.75,120.75 36.75,120.75 36.5,120.5 36.5,120.5 36.75",36.75,120.5,36.75,120.75,36.5,120.75,36.5,120.5
GR2_F1M24,"120.75 36.75,121 36.75,121 36.5,120.75 36.5,120.75 36.75",36.75,120.75,36.75,121.0,36.5,121.0,36.5,120.75
GR2_F1N13,"121 36.75,121.25 36.75,121.25 36.5,121 36.5,121 36.75",36.75,121.0,36.75,121.25,36.5,121.25,36.5,121.0
GR2_F1N14,"121.25 36.75,121.5 36.75,121.5 36.5,121.25 36.5,121.25 36.75",36.75,121.25,36.75,121.5,36.5,121.5,36.5,121.25
GR2_F1N23,"121.5 36.75,121.75 36.75,121.75 36.5,121.5 36.5,121.5 36.75",36.75,121.5,36.75,121.75,36.5,121.75,36.5,121.5
GR2_F1N24,"121.75 36.75,122 36.75,122 36.5,121.75 36.5,121.75 36.75",36.75,121.75,36.75,122.0,36.5,122.0,36.5,121.75
GR2_F1O13,"122 36.75,122.25 36.75,122.25 36.5,122 36.5,122 36.75",36.75,122.0,36.75,122.25,36.5,122.25,36.5,122.0
GR2_F1O14,"122.25 36.75,122.5 36.75,122.5 36.5,122.25 36.5,122.25 36.75",36.75,122.25,36.75,122.5,36.5,122.5,36.5,122.25
GR2_F1O23,"122.5 36.75,122.75 36.75,122.75 36.5,122.5 36.5,122.5 36.75",36.75,122.5,36.75,122.75,36.5,122.75,36.5,122.5
GR2_F1O24,"122.75 36.75,123 36.75,123 36.5,122.75 36.5,122.75 36.75",36.75,122.75,36.75,123.0,36.5,123.0,36.5,122.75
GR2_F1P13,"123 36.75,123.25 36.75,123.25 36.5,123 36.5,123 36.75",36.75,123.0,36.75,123.25,36.5,123.25,36.5,123.0
GR2_F1P14,"123.25 36.75,123.5 36.75,123.5 36.5,123.25 36.5,123.25 36.75",36.75,123.25,36.75,123.5,36.5,123.5,36.5,123.25
GR2_F1P23,"123.5 36.75,123.75 36.75,123.75 36.5,123.5 36.5,123.5 36.75",36.75,123.5,36.75,123.75,36.5,123.75,36.5,123.5
GR2_F1P24,"123.75 36.75,124 36.75,124 36.5,123.75 36.5,123.75 36.75",36.75,123.75,36.75,124.0,36.5,124.0,36.5,123.75
GR2_F2M13,"124 36.75,124.25 36.75,124.25 36.5,124 36.5,124 36.75",36.75,124.0,36.75,124.25,36.5,124.25,36.5,124.0
