IDX,UPPER_LEFT_LONGITUDE,UPPER_LEFT_LATITUDE,UPPER_RIGHT_LONGITUDE,UPPER_RIGHT_LATITUDE,LOWER_RIGHT_LONGITUDE,LOWER_RIGHT_LATITUDE,LOWER_LEFT_LONGITUDE,LOWER_LEFT_LATITUDE
526,125.5,30.5,126,30.5,126,30,125.5,30
527,126,30.5,126.5,30.5,126.5,30,126,30
528,126.5,30.5,127,30.5,127,30,126.5,30
529,127,30.5,127.5,30.5,127.5,30,127,30
530,127.5,30.5,128,30.5,128,30,127.5,30
531,128,30.5,128.5,30.5,128.5,30,128,30
532,128.5,30.5,129,30.5,129,30,128.5,30
533,129,30.5,129.5,30.5,129.5,30,129,30
534,129.5,30.5,130,30.5,130,30,129.5,30
535,130,30.5,130.5,30.5,130.5,30,130,30
536,130.5,30.5,131,30.5,131,30,130.5,30
537,131,30.5,131.5,30.5,131.5,30,131,30
538,131.5,30.5,132,30.5,132,30,131.5,30
539,132,30.5,132.5,30.5,132.5,30,132,30
540,132.5,30.5,133,30.5,133,30,132.5,30
541,133,30.5,133.5,30.5,133.5,30,133,30
542,133.5,30.5,134,30.5,134,30,133.5,30
543,134,30.5,134.5,30.5,134.5,30,134,30
544,134.5,30.5,135,30.5,135,30,134.5,30
545,135,30.5,135.5,30.5,135.5,30,135,30
546,135.5,30.5,136,30.5,136,30,135.5,30
547,136,30.5,136.5,30.5,136.5,30,136,30
548,136.5,30.5,137,30.5,137,30,136.5,30
549,137,30.5,137.5,30.5,137.5,30,137,30
550,137.5,30.5,138,30.5,138,30,137.5,30
551,122,30,122.5,30,122.5,29.5,122,29.5
552,122.5,30,123,30,123,29.5,122.5,29.5
553,123,30,123.5,30,123.5,29.5,123,29.5
554,123.5,30,124,30,124,29.5,123.5,29.5
555,124,30,124.5,30,124.5,29.5,124,29.5
556,124.5,30,125,30,125,29.5,124.5,29.5
557,125,30,125.5,30,125.5,29.5,125,29.5
558,125.5,30,126,30,126,29.5,125.5,29.5
559,126,30,126.5,30,126.5,29.5,126,29.5
560,126.5,30,127,30,127,29.5,126.5,29.5
561,127,30,127.5,30,127.5,29.5,127,29.5
562,127.5,30,128,30,128,29.5,127.5,29.5
563,128,30,128.5,30,128.5,29.5,128,29.5
564,128.5,30,129,30,129,29.5,128.5,29.5
565,129,30,129.5,30,129.5,29.5,129,29.5
566,129.5,30,130,30,130,29.5,129.5,29.5
567,130,30,130.5,30,130.5,29.5,130,29.5
568,130.5,30,131,30,131,29.5,130.5,29.5
569,131,30,131.5,30,131.5,29.5,131,29.5
570,131.5,30,132,30,132,29.5,131.5,29.5
571,132,30,132.5,30,132.5,29.5,132,29.5
572,132.5,30,133,30,133,29.5,132.5,29.5
573,133,30,133.5,30,133.5,29.5,133,29.5
574,133.5,30,134,30,134,29.5,133.5,29.5
575,134,30,134.5,30,134.5,29.5,134,29.5
576,134.5,30,135,30,135,29.5,134.5,29.5
577,135,30,135.5,30,135.5,29.5,135,29.5
578,135.5,30,136,30,136,29.5,135.5,29.5
579,136,30,136.5,30,136.5,29.5,136,29.5
580,136.5,30,137,30,137,29.5,136.5,29.5
581,137,30,137.5,30,137.5,29.5,137,29.5
582,137.5,30,138,30,138,29.5,137.5,29.5
583,135,29.5,135.5,29.5,135.5,29,135,29
584,135.5,29.5,136,29.5,136,29,135.5,29
585,136,29.5,136.5,29.5,136.5,29,136,29
586,136.5,29.5,137,29.5,137,29,136.5,29
587,137,29.5,137.5,29.5,137.5,29,137,29
588,137.5,29.5,138,29.5,138,29,137.5,29
589,135,29,135.5,29,135.5,28.5,135,28.5
590,135.5,29,136,29,136,28.5,135.5,28.5
591,136,29,136.5,29,136.5,28.5,136,28.5
592,136.5,29,137,29,137,28.5,136.5,28.5
593,137,29,137.5,29,137.5,28.5,137,28.5
594,137.5,29,138,29,138,28.5,137.5,28.5
595,135,28.5,135.5,28.5,135.5,28,135,28
596,135.5,28.5,136,28.5,136,28,135.5,28
597,136,28.5,136.5,28.5,136.5,28,136,28
598,136.5,28.5,137,28.5,137,28,136.5,28
599,137,28.5,137.5,28.5,137.5,28,137,28
600,137.5,28.5,138,28.5,138,28,137.5,28
601,121,30.5,121.5,30.5,121.5,30,121,30
602,121.5,30.5,122,30.5,122,30,121.5,30
603,121,30,121.5,30,121.5,29.5,121,29.5
604,121.5,30,122,30,122,29.5,121.5,29.5
605,122,29.5,122.5,29.5,122.5,29,122,29
606,122.5,29.5,123,29.5,123,29,122.5,29
607,123,29.5,123.5,29.5,123.5,29,123,29
608,123.5,29.5,124,29.5,124,29,123.5,29
609,124,29.5,124.5,29.5,124.5,29,124,29
610,124.5,29.5,125,29.5,125,29,124.5,29
615,122,29,122.5,29,122.5,28.5,122,28.5
616,122.5,29,123,29,123,28.5,122.5,28.5
617,123,29,123.5,29,123.5,28.5,123,28.5
618,123.5,29,124,29,124,28.5,123.5,28.5
619,124,29,124.5,29,124.5,28.5,124,28.5
620,124.5,29,125,29,125,28.5,124.5,28.5
624,121.5,28.5,122,28.5,122,28,121.5,28
625,122,28.5,122.5,28.5,122.5,28,122,28
626,122.5,28.5,123,28.5,123,28,122.5,28
627,123,28.5,123.5,28.5,123.5,28,123,28
628,123.5,28.5,124,28.5,124,28,123.5,28
629,124,28.5,124.5,28.5,124.5,28,124,28
630,124.5,28.5,125,28.5,125,28,124.5,28
633,121,28,121.5,28,121.5,27.5,121,27.5
634,121.5,28,122,28,122,27.5,121.5,27.5
635,122,28,122.5,28,122.5,27.5,122,27.5
636,122.5,28,123,28,123,27.5,122.5,27.5
637,123,28,123.5,28,123.5,27.5,123,27.5
638,123.5,28,124,28,124,27.5,123.5,27.5
639,124,28,124.5,28,124.5,27.5,124,27.5
640,124.5,28,125,28,125,27.5,124.5,27.5
642,120.5,27.5,121,27.5,121,27,120.5,27
643,121,27.5,121.5,27.5,121.5,27,121,27
644,121.5,27.5,122,27.5,122,27,121.5,27
645,122,27.5,122.5,27.5,122.5,27,122,27
646,122.5,27.5,123,27.5,123,27,122.5,27
647,123,27.5,123.5,27.5,123.5,27,123,27
648,123.5,27.5,124,27.5,124,27,123.5,27
649,124,27.5,124.5,27.5,124.5,27,124,27
650,124.5,27.5,125,27.5,125,27,124.5,27
651,120,27,120.5,27,120.5,26.5,120,26.5
652,120.5,27,121,27,121,26.5,120.5,26.5
653,121,27,121.5,27,121.5,26.5,121,26.5
654,121.5,27,122,27,122,26.5,121.5,26.5
655,122,27,122.5,27,122.5,26.5,122,26.5
656,122.5,27,123,27,123,26.5,122.5,26.5
657,123,27,123.5,27,123.5,26.5,123,26.5
658,123.5,27,124,27,124,26.5,123.5,26.5
659,124,27,124.5,27,124.5,26.5,124,26.5
660,124.5,27,125,27,125,26.5,124.5,26.5
661,120,26.5,120.5,26.5,120.5,26,120,26
662,120.5,26.5,121,26.5,121,26,120.5,26
663,121,26.5,121.5,26.5,121.5,26,121,26
664,121.5,26.5,122,26.5,122,26,121.5,26
665,122,26.5,122.5,26.5,122.5,26,122,26
666,122.5,26.5,123,26.5,123,26,122.5,26
667,123,26.5,123.5,26.5,123.5,26,123,26
668,123.5,26.5,124,26.5,124,26,123.5,26
669,124,26.5,124.5,26.5,124.5,26,124,26
670,124.5,26.5,125,26.5,125,26,124.5,26
671,120,26,120.5,26,120.5,25.5,120,25.5
672,120.5,26,121,26,121,25.5,120.5,25.5
673,121,26,121.5,26,121.5,25.5,121,25.5
674,121.5,26,122,26,122,25.5,121.5,25.5
675,122,26,122.5,26,122.5,25.5,122,25.5
676,122.5,26,123,26,123,25.5,122.5,25.5
677,123,26,123.5,26,123.5,25.5,123,25.5
678,123.5,26,124,26,124,25.5,123.5,25.5
679,124,26,124.5,26,124.5,25.5,124,25.5
680,124.5,26,125,26,125,25.5,124.5,25.5
681,120,25.5,120.5,25.5,120.5,25,120,25
682,120.5,25.5,121,25.5,121,25,120.5,25
683,121,25.5,121.5,25.5,121.5,25,121,25
684,121.5,25.5,122,25.5,122,25,121.5,25
685,122,25.5,122.5,25.5,122.5,25,122,25
686,122.5,25.5,123,25.5,123,25,122.5,25
687,123,25.5,123.5,25.5,123.5,25,123,25
688,123.5,25.5,124,25.5,124,25,123.5,25
689,124,25.5,124.5,25.5,124.5,25,124,25
690,124.5,25.5,125,25.5,125,25,124.5,25
691,120,25,120.5,25,120.5,24.5,120,24.5
692,120.5,25,121,25,121,24.5,120.5,24.5
693,121,25,121.5,25,121.5,24.5,121,24.5
694,121.5,25,122,25,122,24.5,121.5,24.5
695,122,25,122.5,25,122.5,24.5,122,24.5
696,122.5,25,123,25,123,24.5,122.5,24.5
697,123,25,123.5,25,123.5,24.5,123,24.5
698,123.5,25,124,25,124,24.5,123.5,24.5
699,124,25,124.5,25,124.5,24.5,124,24.5
700,124.5,25,125,25,125,24.5,124.5,24.5
701,125,29.5,125.5,29.5,125.5,29,125,29
702,125.5,29.5,126,29.5,126,29,125.5,29
703,126,29.5,126.5,29.5,126.5,29,126,29
704,126.5,29.5,127,29.5,127,29,126.5,29
705,127,29.5,127.5,29.5,127.5,29,127,29
706,127.5,29.5,128,29.5,128,29,127.5,29
707,128,29.5,128.5,29.5,128.5,29,128,29
708,128.5,29.5,129,29.5,129,29,128.5,29
709,129,29.5,129.5,29.5,129.5,29,129,29
710,129.5,29.5,130,29.5,130,29,129.5,29
711,125,29,125.5,29,125.5,28.5,125,28.5
712,125.5,29,126,29,126,28.5,125.5,28.5
713,126,29,126.5,29,126.5,28.5,126,28.5
714,126.5,29,127,29,127,28.5,126.5,28.5
715,127,29,127.5,29,127.5,28.5,127,28.5
716,127.5,29,128,29,128,28.5,127.5,28.5
717,128,29,128.5,29,128.5,28.5,128,28.5
718,128.5,29,129,29,129,28.5,128.5,28.5
719,129,29,129.5,29,129.5,28.5,129,28.5
720,129.5,29,130,29,130,28.5,129.5,28.5
721,125,28.5,125.5,28.5,125.5,28,125,28
722,125.5,28.5,126,28.5,126,28,125.5,28
723,126,28.5,126.5,28.5,126.5,28,126,28
724,126.5,28.5,127,28.5,127,28,126.5,28
725,127,28.5,127.5,28.5,127.5,28,127,28
726,127.5,28.5,128,28.5,128,28,127.5,28
727,128,28.5,128.5,28.5,128.5,28,128,28
728,128.5,28.5,129,28.5,129,28,128.5,28
729,129,28.5,129.5,28.5,129.5,28,129,28
730,129.5,28.5,130,28.5,130,28,129.5,28
731,125,28,125.5,28,125.5,27.5,125,27.5
732,125.5,28,126,28,126,27.5,125.5,27.5
733,126,28,126.5,28,126.5,27.5,126,27.5
734,126.5,28,127,28,127,27.5,126.5,27.5
735,127,28,127.5,28,127.5,27.5,127,27.5
736,127.5,28,128,28,128,27.5,127.5,27.5
737,128,28,128.5,28,128.5,27.5,128,27.5
738,128.5,28,129,28,129,27.5,128.5,27.5
739,129,28,129.5,28,129.5,27.5,129,27.5
740,129.5,28,130,28,130,27.5,129.5,27.5
741,125,27.5,125.5,27.5,125.5,27,125,27
742,125.5,27.5,126,27.5,126,27,125.5,27
743,126,27.5,126.5,27.5,126.5,27,126,27
744,126.5,27.5,127,27.5,127,27,126.5,27
745,127,27.5,127.5,27.5,127.5,27,127,27
746,127.5,27.5,128,27.5,128,27,127.5,27
747,128,27.5,128.5,27.5,128.5,27,128,27
748,128.5,27.5,129,27.5,129,27,128.5,27
749,129,27.5,129.5,27.5,129.5,27,129,27
750,129.5,27.5,130,27.5,130,27,129.5,27
751,125,27,125.5,27,125.5,26.5,125,26.5
752,125.5,27,126,27,126,26.5,125.5,26.5
753,126,27,126.5,27,126.5,26.5,126,26.5
754,126.5,27,127,27,127,26.5,126.5,26.5
755,127,27,127.5,27,127.5,26.5,127,26.5
756,127.5,27,128,27,128,26.5,127.5,26.5
757,128,27,128.5,27,128.5,26.5,128,26.5
758,128.5,27,129,27,129,26.5,128.5,26.5
759,129,27,129.5,27,129.5,26.5,129,26.5
760,129.5,27,130,27,130,26.5,129.5,26.5
761,125,26.5,125.5,26.5,125.5,26,125,26
762,125.5,26.5,126,26.5,126,26,125.5,26
763,126,26.5,126.5,26.5,126.5,26,126,26
764,126.5,26.5,127,26.5,127,26,126.5,26
765,127,26.5,127.5,26.5,127.5,26,127,26
766,127.5,26.5,128,26.5,128,26,127.5,26
767,128,26.5,128.5,26.5,128.5,26,128,26
768,128.5,26.5,129,26.5,129,26,128.5,26
769,129,26.5,129.5,26.5,129.5,26,129,26
770,129.5,26.5,130,26.5,130,26,129.5,26
771,125,26,125.5,26,125.5,25.5,125,25.5
772,125.5,26,126,26,126,25.5,125.5,25.5
773,126,26,126.5,26,126.5,25.5,126,25.5
774,126.5,26,127,26,127,25.5,126.5,25.5
775,127,26,127.5,26,127.5,25.5,127,25.5
776,127.5,26,128,26,128,25.5,127.5,25.5
777,128,26,128.5,26,128.5,25.5,128,25.5
778,128.5,26,129,26,129,25.5,128.5,25.5
779,129,26,129.5,26,129.5,25.5,129,25.5
780,129.5,26,130,26,130,25.5,129.5,25.5
781,125,25.5,125.5,25.5,125.5,25,125,25
782,125.5,25.5,126,25.5,126,25,125.5,25
783,126,25.5,126.5,25.5,126.5,25,126,25
784,126.5,25.5,127,25.5,127,25,126.5,25
785,127,25.5,127.5,25.5,127.5,25,127,25
786,127.5,25.5,128,25.5,128,25,127.5,25
787,128,25.5,128.5,25.5,128.5,25,128,25
788,128.5,25.5,129,25.5,129,25,128.5,25
789,129,25.5,129.5,25.5,129.5,25,129,25
790,129.5,25.5,130,25.5,130,25,129.5,25
791,125,25,125.5,25,125.5,24.5,125,24.5
792,125.5,25,126,25,126,24.5,125.5,24.5
793,126,25,126.5,25,126.5,24.5,126,24.5
794,126.5,25,127,25,127,24.5,126.5,24.5
795,127,25,127.5,25,127.5,24.5,127,24.5
796,127.5,25,128,25,128,24.5,127.5,24.5
797,128,25,128.5,25,128.5,24.5,128,24.5
798,128.5,25,129,25,129,24.5,128.5,24.5
799,129,25,129.5,25,129.5,24.5,129,24.5
800,129.5,25,130,25,130,24.5,129.5,24.5
801,130,29.5,130.5,29.5,130.5,29,130,29
802,130.5,29.5,131,29.5,131,29,130.5,29
803,131,29.5,131.5,29.5,131.5,29,131,29
804,131.5,29.5,132,29.5,132,29,131.5,29
805,132,29.5,132.5,29.5,132.5,29,132,29
806,132.5,29.5,133,29.5,133,29,132.5,29
807,133,29.5,133.5,29.5,133.5,29,133,29
808,133.5,29.5,134,29.5,134,29,133.5,29
809,134,29.5,134.5,29.5,134.5,29,134,29
810,134.5,29.5,135,29.5,135,29,134.5,29
811,130,29,130.5,29,130.5,28.5,130,28.5
812,130.5,29,131,29,131,28.5,130.5,28.5
813,131,29,131.5,29,131.5,28.5,131,28.5
814,131.5,29,132,29,132,28.5,131.5,28.5
815,132,29,132.5,29,132.5,28.5,132,28.5
816,132.5,29,133,29,133,28.5,132.5,28.5
817,133,29,133.5,29,133.5,28.5,133,28.5
818,133.5,29,134,29,134,28.5,133.5,28.5
819,134,29,134.5,29,134.5,28.5,134,28.5
820,134.5,29,135,29,135,28.5,134.5,28.5
821,130,28.5,130.5,28.5,130.5,28,130,28
822,130.5,28.5,131,28.5,131,28,130.5,28
823,131,28.5,131.5,28.5,131.5,28,131,28
824,131.5,28.5,132,28.5,132,28,131.5,28
825,132,28.5,132.5,28.5,132.5,28,132,28
826,132.5,28.5,133,28.5,133,28,132.5,28
827,133,28.5,133.5,28.5,133.5,28,133,28
828,133.5,28.5,134,28.5,134,28,133.5,28
829,134,28.5,134.5,28.5,134.5,28,134,28
830,134.5,28.5,135,28.5,135,28,134.5,28
831,130,28,130.5,28,130.5,27.5,130,27.5
832,130.5,28,131,28,131,27.5,130.5,27.5
833,131,28,131.5,28,131.5,27.5,131,27.5
834,131.5,28,132,28,132,27.5,131.5,27.5
835,132,28,132.5,28,132.5,27.5,132,27.5
836,132.5,28,133,28,133,27.5,132.5,27.5
837,133,28,133.5,28,133.5,27.5,133,27.5
838,133.5,28,134,28,134,27.5,133.5,27.5
839,134,28,134.5,28,134.5,27.5,134,27.5
840,134.5,28,135,28,135,27.5,134.5,27.5
841,130,27.5,130.5,27.5,130.5,27,130,27
842,130.5,27.5,131,27.5,131,27,130.5,27
843,131,27.5,131.5,27.5,131.5,27,131,27
844,131.5,27.5,132,27.5,132,27,131.5,27
845,132,27.5,132.5,27.5,132.5,27,132,27
846,132.5,27.5,133,27.5,133,27,132.5,27
847,133,27.5,133.5,27.5,133.5,27,133,27
848,133.5,27.5,134,27.5,134,27,133.5,27
849,134,27.5,134.5,27.5,134.5,27,134,27
850,134.5,27.5,135,27.5,135,27,134.5,27
851,130,27,130.5,27,130.5,26.5,130,26.5
852,130.5,27,131,27,131,26.5,130.5,26.5
853,131,27,131.5,27,131.5,26.5,131,26.5
854,131.5,27,132,27,132,26.5,131.5,26.5
855,132,27,132.5,27,132.5,26.5,132,26.5
856,132.5,27,133,27,133,26.5,132.5,26.5
857,133,27,133.5,27,133.5,26.5,133,26.5
858,133.5,27,134,27,134,26.5,133.5,26.5
859,134,27,134.5,27,134.5,26.5,134,26.5
860,134.5,27,135,27,135,26.5,134.5,26.5
861,130,26.5,130.5,26.5,130.5,26,130,26
862,130.5,26.5,131,26.5,131,26,130.5,26
863,131,26.5,131.5,26.5,131.5,26,131,26
864,131.5,26.5,132,26.5,132,26,131.5,26
865,132,26.5,132.5,26.5,132.5,26,132,26
866,132.5,26.5,133,26.5,133,26,132.5,26
867,133,26.5,133.5,26.5,133.5,26,133,26
868,133.5,26.5,134,26.5,134,26,133.5,26
869,134,26.5,134.5,26.5,134.5,26,134,26
870,134.5,26.5,135,26.5,135,26,134.5,26
871,130,26,130.5,26,130.5,25.5,130,25.5
872,130.5,26,131,26,131,25.5,130.5,25.5
873,131,26,131.5,26,131.5,25.5,131,25.5
874,131.5,26,132,26,132,25.5,131.5,25.5
875,132,26,132.5,26,132.5,25.5,132,25.5
876,132.5,26,133,26,133,25.5,132.5,25.5
877,133,26,133.5,26,133.5,25.5,133,25.5
878,133.5,26,134,26,134,25.5,133.5,25.5
879,134,26,134.5,26,134.5,25.5,134,25.5
880,134.5,26,135,26,135,25.5,134.5,25.5
881,130,25.5,130.5,25.5,130.5,25,130,25
882,130.5,25.5,131,25.5,131,25,130.5,25
883,131,25.5,131.5,25.5,131.5,25,131,25
884,131.5,25.5,132,25.5,132,25,131.5,25
885,132,25.5,132.5,25.5,132.5,25,132,25
886,132.5,25.5,133,25.5,133,25,132.5,25
887,133,25.5,133.5,25.5,133.5,25,133,25
888,133.5,25.5,134,25.5,134,25,133.5,25
889,134,25.5,134.5,25.5,134.5,25,134,25
890,134.5,25.5,135,25.5,135,25,134.5,25
891,130,25,130.5,25,130.5,24.5,130,24.5
892,130.5,25,131,25,131,24.5,130.5,24.5
893,131,25,131.5,25,131.5,24.5,131,24.5
894,131.5,25,132,25,132,24.5,131.5,24.5
895,132,25,132.5,25,132.5,24.5,132,24.5
896,132.5,25,133,25,133,24.5,132.5,24.5
897,133,25,133.5,25,133.5,24.5,133,24.5
898,133.5,25,134,25,134,24.5,133.5,24.5
899,134,25,134.5,25,134.5,24.5,134,24.5
900,134.5,25,135,25,135,24.5,134.5,24.5
901,134,35.5,134.5,35.5,134.5,35,134,35
902,134.5,35.5,135,35.5,135,35,134.5,35
903,135,35.5,135.5,35.5,135.5,35,135,35
904,135.5,35.5,136,35.5,136,35,135.5,35
905,134,36,134.5,36,134.5,35.5,134,35.5
906,134.5,36,135,36,135,35.5,134.5,35.5
907,135,36,135.5,36,135.5,35.5,135,35.5
908,135.5,36,136,36,136,35.5,135.5,35.5
909,136,36,136.5,36,136.5,35.5,136,35.5
910,134,36.5,134.5,36.5,134.5,36,134,36
911,134.5,36.5,135,36.5,135,36,134.5,36
912,135,36.5,135.5,36.5,135.5,36,135,36
913,135.5,36.5,136,36.5,136,36,135.5,36
914,136,36.5,136.5,36.5,136.5,36,136,36
915,136.5,36.5,137,36.5,137,36,136.5,36
916,134,37,134.5,37,134.5,36.5,134,36.5
917,134.5,37,135,37,135,36.5,134.5,36.5
918,135,37,135.5,37,135.5,36.5,135,36.5
919,135.5,37,136,37,136,36.5,135.5,36.5
920,136,37,136.5,37,136.5,36.5,136,36.5
921,136.5,37,137,37,137,36.5,136.5,36.5
922,137,37,137.5,37,137.5,36.5,137,36.5
923,137.5,37,138,37,138,36.5,137.5,36.5
924,134,37.5,134.5,37.5,134.5,37,134,37
925,134.5,37.5,135,37.5,135,37,134.5,37
926,135,37.5,135.5,37.5,135.5,37,135,37
927,135.5,37.5,136,37.5,136,37,135.5,37
928,136,37.5,136.5,37.5,136.5,37,136,37
929,136.5,37.5,137,37.5,137,37,136.5,37
930,137,37.5,137.5,37.5,137.5,37,137,37
931,137.5,37.5,138,37.5,138,37,137.5,37
932,134,38,134.5,38,134.5,37.5,134,37.5
933,134.5,38,135,38,135,37.5,134.5,37.5
934,135,38,135.5,38,135.5,37.5,135,37.5
935,135.5,38,136,38,136,37.5,135.5,37.5
936,136,38,136.5,38,136.5,37.5,136,37.5
937,136.5,38,137,38,137,37.5,136.5,37.5
938,137,38,137.5,38,137.5,37.5,137,37.5
939,137.5,38,138,38,138,37.5,137.5,37.5
940,134,38.5,134.5,38.5,134.5,38,134,38
941,134.5,38.5,135,38.5,135,38,134.5,38
942,135,38.5,135.5,38.5,135.5,38,135,38
943,135.5,38.5,136,38.5,136,38,135.5,38
944,136,38.5,136.5,38.5,136.5,38,136,38
945,136.5,38.5,137,38.5,137,38,136.5,38
946,137,38.5,137.5,38.5,137.5,38,137,38
947,137.5,38.5,138,38.5,138,38,137.5,38
948,134,39,134.5,39,134.5,38.5,134,38.5
949,134.5,39,135,39,135,38.5,134.5,38.5
950,135,39,135.5,39,135.5,38.5,135,38.5
951,135.5,39,136,39,136,38.5,135.5,38.5
952,136,39,136.5,39,136.5,38.5,136,38.5
953,136.5,39,137,39,137,38.5,136.5,38.5
954,137,39,137.5,39,137.5,38.5,137,38.5
955,137.5,39,138,39,138,38.5,137.5,38.5
956,134,39.5,134.5,39.5,134.5,39,134,39
957,134.5,39.5,135,39.5,135,39,134.5,39
958,135,39.5,135.5,39.5,135.5,39,135,39
959,135.5,39.5,136,39.5,136,39,135.5,39
960,136,39.5,136.5,39.5,136.5,39,136,39
961,136.5,39.5,137,39.5,137,39,136.5,39
962,137,39.5,137.5,39.5,137.5,39,137,39
963,137.5,39.5,138,39.5,138,39,137.5,39
964,134,40,134.5,40,134.5,39.5,134,39.5
965,134.5,40,135,40,135,39.5,134.5,39.5
966,135,40,135.5,40,135.5,39.5,135,39.5
967,135.5,40,136,40,136,39.5,135.5,39.5
968,136,40,136.5,40,136.5,39.5,136,39.5
969,136.5,40,137,40,137,39.5,136.5,39.5
970,137,40,137.5,40,137.5,39.5,137,39.5
971,137.5,40,138,40,138,39.5,137.5,39.5
972,134,40.5,134.5,40.5,134.5,40,134,40
973,134.5,40.5,135,40.5,135,40,134.5,40
974,135,40.5,135.5,40.5,135.5,40,135,40
975,135.5,40.5,136,40.5,136,40,135.5,40
976,136,40.5,136.5,40.5,136.5,40,136,40
977,136.5,40.5,137,40.5,137,40,136.5,40
978,137,40.5,137.5,40.5,137.5,40,137,40
979,137.5,40.5,138,40.5,138,40,137.5,40
980,134,41,134.5,41,134.5,40.5,134,40.5
981,134.5,41,135,41,135,40.5,134.5,40.5
982,135,41,135.5,41,135.5,40.5,135,40.5
983,135.5,41,136,41,136,40.5,135.5,40.5
984,136,41,136.5,41,136.5,40.5,136,40.5
985,136.5,41,137,41,137,40.5,136.5,40.5
986,137,41,137.5,41,137.5,40.5,137,40.5
987,137.5,41,138,41,138,40.5,137.5,40.5
988,134,41.5,134.5,41.5,134.5,41,134,41
989,134.5,41.5,135,41.5,135,41,134.5,41
990,135,41.5,135.5,41.5,135.5,41,135,41
991,135.5,41.5,136,41.5,136,41,135.5,41
992,136,41.5,136.5,41.5,136.5,41,136,41
993,136.5,41.5,137,41.5,137,41,136.5,41
994,137,41.5,137.5,41.5,137.5,41,137,41
995,137.5,41.5,138,41.5,138,41,137.5,41
996,134,42,134.5,42,134.5,41.5,134,41.5
997,134.5,42,135,42,135,41.5,134.5,41.5
998,135,42,135.5,42,135.5,41.5,135,41.5
999,135.5,42,136,42,136,41.5,135.5,41.5
1000,136,42,136.5,42,136.5,41.5,136,41.5
1001,136.5,42,137,42,137,41.5,136.5,41.5
1002,137,42,137.5,42,137.5,41.5,137,41.5
1003,137.5,42,138,42,138,41.5,137.5,41.5
1004,134,42.5,134.5,42.5,134.5,42,134,42
1005,134.5,42.5,135,42.5,135,42,134.5,42
1006,135,42.5,135.5,42.5,135.5,42,135,42
1007,135.5,42.5,136,42.5,136,42,135.5,42
1008,136,42.5,136.5,42.5,136.5,42,136,42
1009,136.5,42.5,137,42.5,137,42,136.5,42
1010,137,42.5,137.5,42.5,137.5,42,137,42
1011,137.5,42.5,138,42.5,138,42,137.5,42
1237,138,42.5,138.5,42.5,138.5,42,138,42
1238,138.5,42.5,139,42.5,139,42,138.5,42
1239,139,42.5,139.5,42.5,139.5,42,139,42
1240,139.5,42.5,140,42.5,140,42,139.5,42
1247,138,42,138.5,42,138.5,41.5,138,41.5
1248,138.5,42,139,42,139,41.5,138.5,41.5
1249,139,42,139.5,42,139.5,41.5,139,41.5
1250,139.5,42,140,42,140,41.5,139.5,41.5
1261,138,41.5,138.5,41.5,138.5,41,138,41
1262,138.5,41.5,139,41.5,139,41,138.5,41
1263,139,41.5,139.5,41.5,139.5,41,139,41
1264,139.5,41.5,140,41.5,140,41,139.5,41
1275,138,41,138.5,41,138.5,40.5,138,40.5
1276,138.5,41,139,41,139,40.5,138.5,40.5
1277,139,41,139.5,41,139.5,40.5,139,40.5
1278,139.5,41,140,41,140,40.5,139.5,40.5
1289,138,40.5,138.5,40.5,138.5,40,138,40
1290,138.5,40.5,139,40.5,139,40,138.5,40
1291,139,40.5,139.5,40.5,139.5,40,139,40
1292,139.5,40.5,140,40.5,140,40,139.5,40
1303,138,40,138.5,40,138.5,39.5,138,39.5
1304,138.5,40,139,40,139,39.5,138.5,39.5
1305,139,40,139.5,40,139.5,39.5,139,39.5
1306,139.5,40,140,40,140,39.5,139.5,39.5
1314,138,39.5,138.5,39.5,138.5,39,138,39
1315,138.5,39.5,139,39.5,139,39,138.5,39
1316,139,39.5,139.5,39.5,139.5,39,139,39
1317,139.5,39.5,140,39.5,140,39,139.5,39
1325,138,39,138.5,39,138.5,38.5,138,38.5
1326,138.5,39,139,39,139,38.5,138.5,38.5
1327,139,39,139.5,39,139.5,38.5,139,38.5
1328,139.5,39,140,39,140,38.5,139.5,38.5
1336,138,38.5,138.5,38.5,138.5,38,138,38
1337,138.5,38.5,139,38.5,139,38,138.5,38
1338,139,38.5,139.5,38.5,139.5,38,139,38
1339,139.5,38.5,140,38.5,140,38,139.5,38
1347,138,38,138.5,38,138.5,37.5,138,37.5
1348,138.5,38,139,38,139,37.5,138.5,37.5
1349,139,38,139.5,38,139.5,37.5,139,37.5
1358,138,37.5,138.5,37.5,138.5,37,138,37
1359,138.5,37.5,139,37.5,139,37,138.5,37
1368,138,37,138.5,37,138.5,36.5,138,36.5
1420,139,34.5,139.5,34.5,139.5,34,139,34
1421,139.5,34.5,140,34.5,140,34,139.5,34
1432,138,34,138.5,34,138.5,33.5,138,33.5
1433,138.5,34,139,34,139,33.5,138.5,33.5
1434,139,34,139.5,34,139.5,33.5,139,33.5
1435,139.5,34,140,34,140,33.5,139.5,33.5
1446,138,33.5,138.5,33.5,138.5,33,138,33
1447,138.5,33.5,139,33.5,139,33,138.5,33
1448,139,33.5,139.5,33.5,139.5,33,139,33
1449,139.5,33.5,140,33.5,140,33,139.5,33
1460,138,33,138.5,33,138.5,32.5,138,32.5
1461,138.5,33,139,33,139,32.5,138.5,32.5
